min,mean,max,learning_rate,inertia,ff,opt,sp
[ 3.38410031],[ 11.19066939],[ 12.24511435],0.007113117640155691,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.18096735],[ 12.24511367],0.007113117640155691,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.1866516],[ 12.24511374],0.007113117640155691,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.1789659],[ 12.24511276],0.007113117640155691,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.14832152],[ 12.2451088],0.007113117640155691,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.05348482],[ 12.24508228],0.007113117640155691,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 10.88071982],[ 12.24488401],0.007113117640155691,0.40000000000000002,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.3150432],[ 12.24511683],0.012649110640673518,0.0,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.31152291],[ 12.24511674],0.012649110640673518,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.30877754],[ 12.24511667],0.012649110640673518,0.007113117640155691,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.30388353],[ 12.24511652],0.012649110640673518,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.29514322],[ 12.24511622],0.012649110640673518,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.31524933],[ 12.24511651],0.012649110640673518,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.3222793],[ 12.24511641],0.012649110640673518,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.33946395],[ 12.24511643],0.012649110640673518,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.34787828],[ 12.24511618],0.012649110640673518,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.32254712],[ 12.24511462],0.012649110640673518,0.40000000000000002,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.52971273],[ 12.24511746],0.022493653007613964,0.0,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.52650952],[ 12.24511743],0.022493653007613964,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.52400715],[ 12.24511741],0.022493653007613964,0.007113117640155691,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.51953716],[ 12.24511736],0.022493653007613964,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.51152563],[ 12.24511724],0.022493653007613964,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.5469543],[ 12.2451174],0.022493653007613964,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.56760743],[ 12.24511742],0.022493653007613964,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.56757341],[ 12.2451173],0.022493653007613964,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.57184955],[ 12.24511717],0.022493653007613964,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.93414235],[ 12.24511742],0.022493653007613964,0.40000000000000002,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 12.21245862],[ 12.24511347],0.040000000000000001,0.0,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 12.21207126],[ 12.24510886],0.040000000000000001,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 12.21175921],[ 12.24510211],0.040000000000000001,0.007113117640155691,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 12.21117504],[ 12.24507573],0.040000000000000001,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 12.20999098],[ 12.24489067],0.040000000000000001,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 12.20661075],[ 12.24234504],0.040000000000000001,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 12.17356802],[ 12.24379074],0.040000000000000001,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 11.86644692],[ 12.24482584],0.040000000000000001,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 10.54193971],[ 12.21964356],0.040000000000000001,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 8.92026758],[ 11.98851976],0.040000000000000001,0.40000000000000002,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 8.75193709],[ 12.13371821],0.071131176401556917,0.0,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 8.93327631],[ 12.14573049],0.071131176401556917,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 8.69733345],[ 12.14932411],0.071131176401556917,0.007113117640155691,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 8.6361377],[ 12.16147904],0.071131176401556917,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 8.46131187],[ 12.17776889],0.071131176401556917,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 8.71484271],[ 12.20023871],0.071131176401556917,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 8.5672602],[ 12.21295399],0.071131176401556917,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.38410031],[ 9.20257185],[ 12.22408474],0.071131176401556917,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 2.62124392],[ 8.47595301],[ 12.18066141],0.071131176401556917,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 1.29782302],[ 7.69212342],[ 12.16651],0.071131176401556917,0.40000000000000002,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 0.43010197],[ 5.13473338],[ 12.23648334],0.12649110640673517,0.0,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 0.4719201],[ 4.42746473],[ 11.81836614],0.12649110640673517,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 0.14474405],[ 4.95918496],[ 11.54292035],0.12649110640673517,0.007113117640155691,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 0.05796539],[ 4.48699821],[ 11.47064049],0.12649110640673517,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 0.37341594],[ 5.84940271],[ 12.07423978],0.12649110640673517,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 0.50375996],[ 5.73856116],[ 12.13257824],0.12649110640673517,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-0.01941181],[ 4.36659944],[ 11.98303252],0.12649110640673517,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-3.79903115],[ 3.22351685],[ 10.40239189],0.12649110640673517,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-0.00861127],[ 5.56543473],[ 11.73089921],0.12649110640673517,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 0.33202171],[ 5.36572372],[ 12.0965867],0.12649110640673517,0.40000000000000002,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-2.99924601],[ 1.66876433],[ 10.63929572],0.22493653007613965,0.0,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-2.1048068],[ 0.52995885],[ 10.69372413],0.22493653007613965,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-2.88482941],[ 2.49186895],[ 10.73539407],0.22493653007613965,0.007113117640155691,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-3.42893169],[ 0.53375089],[ 10.80795432],0.22493653007613965,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-5.43350534],[ 1.35495464],[ 10.93189961],0.22493653007613965,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-3.58375294],[ 2.1138833],[ 11.1350439],0.22493653007613965,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-3.38044603],[ 0.70703075],[ 11.43546944],0.22493653007613965,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-3.52557482],[ 2.77017475],[ 12.02077599],0.22493653007613965,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-0.42725809],[ 3.42593591],[ 11.49446202],0.22493653007613965,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-2.08613437],[ 3.68877465],[ 12.03991407],0.22493653007613965,0.40000000000000002,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-0.63868338],[ 1.40096182],[ 4.80377342],0.40000000000000002,0.0,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-0.63868338],[ 0.51185284],[ 10.64733509],0.40000000000000002,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-2.99775948],[ 1.14924099],[ 6.78784092],0.40000000000000002,0.007113117640155691,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-2.76128976],[ 0.58356427],[ 6.73603239],0.40000000000000002,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-0.63868338],[ 0.20433489],[ 6.49324247],0.40000000000000002,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-0.63868338],[ 1.9008848],[ 9.36228848],0.40000000000000002,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-2.10563861],[ 0.76983969],[ 6.75987218],0.40000000000000002,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-0.74740734],[ 1.69507589],[ 7.29692414],0.40000000000000002,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-1.16506176],[ 0.28408121],[ 8.0339573],0.40000000000000002,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[-5.54537121],[ 0.0736573],[ 6.90775141],0.40000000000000002,0.40000000000000002,Plateau3D,SteepestDescent,[-1.05555556  1.47777778]
[ 3.17086377],[ 3.17086377],[ 3.17086377],0.0,0.0,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 3.17086377],[ 3.17086377],0.0,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 3.17086377],[ 3.17086377],0.0,0.007113117640155691,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 3.17086377],[ 3.17086377],0.0,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 3.17086377],[ 3.17086377],0.0,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 3.17086377],[ 3.17086377],0.0,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 3.17086377],[ 3.17086377],0.0,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 3.17086377],[ 3.17086377],0.0,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 3.17086377],[ 3.17086377],0.0,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 3.17086377],[ 3.17086377],0.0,0.40000000000000002,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.07929588],[ 12.24119724],0.0040000000000000001,0.0,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.07110654],[ 12.24103157],0.0040000000000000001,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.06472926],[ 12.24089894],0.0040000000000000001,0.007113117640155691,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.05338083],[ 12.24065495],0.0040000000000000001,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.03317592],[ 12.24019446],0.0040000000000000001,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 9.99717258],[ 12.23928667],0.0040000000000000001,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 9.93293441],[ 12.23736348],0.0040000000000000001,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 9.81811994],[ 12.23280417],0.0040000000000000001,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 9.61262121],[ 12.22013155],0.0040000000000000001,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 9.24566764],[ 12.17759362],0.0040000000000000001,0.40000000000000002,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.99148246],[ 12.24511391],0.007113117640155691,0.0,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.98689292],[ 12.2451136],0.007113117640155691,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.98331692],[ 12.24511335],0.007113117640155691,0.007113117640155691,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.00393135],[ 12.24511428],0.007113117640155691,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.99282202],[ 12.24511357],0.007113117640155691,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.99948768],[ 12.24511363],0.007113117640155691,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.99083659],[ 12.24511258],0.007113117640155691,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.92955914],[ 12.24510499],0.007113117640155691,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.81870063],[ 12.24506756],0.007113117640155691,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.61684679],[ 12.24479111],0.007113117640155691,0.40000000000000002,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.08988735],[ 12.2451164],0.012649110640673518,0.0,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.08580323],[ 12.24511627],0.012649110640673518,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.12567384],[ 12.24511687],0.012649110640673518,0.007113117640155691,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.12020698],[ 12.24511675],0.012649110640673518,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.11044485],[ 12.24511651],0.012649110640673518,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.13410841],[ 12.24511673],0.012649110640673518,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.14311742],[ 12.24511663],0.012649110640673518,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.12847952],[ 12.24511587],0.012649110640673518,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.1444097],[ 12.24511555],0.012649110640673518,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.15145985],[ 12.24511489],0.012649110640673518,0.40000000000000002,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.27115531],[ 12.24511737],0.022493653007613964,0.0,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.26749382],[ 12.24511732],0.022493653007613964,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.26463421],[ 12.24511728],0.022493653007613964,0.007113117640155691,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.25952774],[ 12.24511719],0.022493653007613964,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.31669634],[ 12.24511743],0.022493653007613964,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.30132295],[ 12.24511728],0.022493653007613964,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.33413551],[ 12.24511732],0.022493653007613964,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.34240306],[ 12.24511713],0.022493653007613964,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.36151795],[ 12.24511697],0.022493653007613964,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.65296375],[ 12.24511751],0.022493653007613964,0.40000000000000002,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 12.17938411],[ 12.2451112],0.040000000000000001,0.0,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 12.17884106],[ 12.24510362],0.040000000000000001,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 12.17839701],[ 12.24509217],0.040000000000000001,0.007113117640155691,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 12.17754445],[ 12.24504536],0.040000000000000001,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 12.17568699],[ 12.24468438],0.040000000000000001,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 12.1688061],[ 12.23818029],0.040000000000000001,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 12.06756938],[ 12.23809603],0.040000000000000001,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 11.55895698],[ 12.23746384],0.040000000000000001,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 10.6051261],[ 12.23318821],0.040000000000000001,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 9.15901733],[ 12.2063355],0.040000000000000001,0.40000000000000002,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 9.05427499],[ 12.12837789],0.071131176401556917,0.0,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 8.62841601],[ 12.12774046],0.071131176401556917,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 8.58055804],[ 12.12697319],0.071131176401556917,0.007113117640155691,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 8.55060731],[ 12.12505315],0.071131176401556917,0.012649110640673518,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 8.69291818],[ 12.14222514],0.071131176401556917,0.022493653007613964,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 8.7339728],[ 12.1493507],0.071131176401556917,0.040000000000000001,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 8.90861258],[ 12.1563536],0.071131176401556917,0.071131176401556917,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 8.62400565],[ 12.21598733],0.071131176401556917,0.12649110640673517,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
[ 3.17086377],[ 8.18410424],[ 12.20062709],0.071131176401556917,0.22493653007613965,Plateau3D,SteepestDescent,[-1.05555556  1.9       ]
